"","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv"
"955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43757,0.86065,0.31364,0.89138
"956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43715,0.86065,0.31328,0.89138
"957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43674,0.86065,0.31293,0.89138
"958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43633,0.86065,0.31257,0.89121
"959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43592,0.86065,0.31222,0.89088
"960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4355,0.86065,0.31186,0.89088
"961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.8855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43509,0.86065,0.31151,0.89071
"962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.8855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43468,0.86065,0.31116,0.89071
"963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43427,0.86065,0.3108,0.89054
"964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43386,0.85991,0.31045,0.89038
"965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43345,0.85918,0.3101,0.89038
"966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43304,0.85918,0.30975,0.89004
"967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43263,0.85918,0.3094,0.89004
"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43222,0.85918,0.30905,0.88988
"969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22328,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43182,0.85918,0.3087,0.88988
"970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43141,0.85918,0.30835,0.88988
"971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.85918,0.308,0.88988
"972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43059,0.85918,0.30765,0.88971
"973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43019,0.85918,0.3073,0.88971
"974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88434,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42978,0.85918,0.30695,0.88971
"975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42938,0.85844,0.30661,0.88971
"976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42897,0.8577,0.30626,0.88971
"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42856,0.8577,0.30591,0.88971
"978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42816,0.8577,0.30557,0.88954
"979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42776,0.8577,0.30522,0.88954
"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42735,0.85697,0.30487,0.88954
"981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42695,0.85697,0.30453,0.88954
"982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42655,0.85697,0.30418,0.88954
"983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42614,0.85697,0.30384,0.88938
"984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42574,0.85697,0.30349,0.88921
"985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42534,0.85697,0.30315,0.88921
"986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42494,0.85697,0.30281,0.88921
"987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42453,0.85697,0.30246,0.88921
"988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42413,0.85697,0.30212,0.88921
"989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42373,0.85697,0.30178,0.88921
"990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42333,0.85697,0.30144,0.88921
"991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42293,0.85697,0.3011,0.88921
"992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42253,0.85697,0.30076,0.88921
"993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42214,0.85697,0.30042,0.88921
"994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42174,0.85697,0.30008,0.88904
"995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42134,0.85697,0.29974,0.88904
"996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42094,0.85697,0.2994,0.88904
"997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42054,0.85697,0.29906,0.88904
"998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42015,0.85697,0.29872,0.88904
"999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41975,0.85697,0.29838,0.88904
"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41935,0.85697,0.29804,0.88904
"1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41896,0.85697,0.2977,0.88904
"1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41856,0.85697,0.29737,0.88904
"1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41817,0.85623,0.29703,0.88904
"1004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41777,0.85623,0.29669,0.88904
"1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41738,0.85623,0.29636,0.88904
"1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41698,0.85549,0.29602,0.88904
"1007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41659,0.85549,0.29569,0.88904
"1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41619,0.85549,0.29535,0.88871
"1009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4158,0.85475,0.29502,0.88871
"1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41541,0.85475,0.29468,0.88871
"1011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41502,0.85475,0.29435,0.88854
"1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41463,0.85475,0.29402,0.88837
"1013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41423,0.85475,0.29368,0.8882
"1014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41384,0.85475,0.29335,0.88804
"1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41345,0.85475,0.29302,0.88804
"1016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41306,0.85475,0.29269,0.88804
"1017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41267,0.85475,0.29236,0.88804
"1018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41228,0.85475,0.29202,0.88804
"1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41189,0.85475,0.29169,0.88804
"1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4115,0.85475,0.29136,0.88804
"1021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41111,0.85475,0.29103,0.88804
"1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41073,0.85475,0.2907,0.88804
"1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.22016,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41034,0.85475,0.29038,0.88787
"1024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40995,0.85475,0.29005,0.8877
"1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40956,0.85475,0.28972,0.8877
"1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40918,0.85475,0.28939,0.8877
"1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40879,0.85475,0.28906,0.8877
"1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4084,0.85475,0.28873,0.8877
"1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40802,0.85475,0.28841,0.88753
"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40763,0.85475,0.28808,0.88753
"1031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40725,0.85475,0.28776,0.88736
"1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40686,0.85475,0.28743,0.88703
"1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40648,0.85475,0.2871,0.88703
"1034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63952,0.88141,0.21729,0.88171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4061,0.85475,0.28678,0.88703
"1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40571,0.85475,0.28645,0.88686
"1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40533,0.85475,0.28613,0.88686
"1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40495,0.85475,0.28581,0.88669
"1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40456,0.85475,0.28548,0.88669
"1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40418,0.85475,0.28516,0.88669
"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4038,0.85475,0.28484,0.88669
"1041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40342,0.854,0.28451,0.88652
"1042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40304,0.85325,0.28419,0.88652
"1043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40266,0.85325,0.28387,0.88652
"1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40228,0.85325,0.28355,0.88652
"1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4019,0.85325,0.28323,0.88652
"1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40152,0.8525,0.28291,0.88635
"1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40114,0.85175,0.28259,0.88635
"1048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40076,0.85175,0.28227,0.88635
"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40038,0.85175,0.28195,0.88619
"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.85175,0.28163,0.88602
"1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39963,0.85175,0.28131,0.88602
"1052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39925,0.85175,0.28099,0.88585
"1053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39887,0.851,0.28067,0.88585
"1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3985,0.851,0.28035,0.88585
"1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39812,0.851,0.28004,0.88585
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39774,0.851,0.27972,0.88585
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39737,0.851,0.2794,0.88585
"1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39699,0.851,0.27909,0.88585
"1059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39662,0.851,0.27877,0.88585
"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.88036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39624,0.851,0.27846,0.88585
"1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39587,0.851,0.27814,0.88568
"1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39549,0.851,0.27783,0.88568
"1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39512,0.851,0.27751,0.88551
"1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39475,0.851,0.2772,0.88551
"1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39438,0.851,0.27688,0.88551
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,0.851,0.27657,0.88534
"1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39363,0.851,0.27626,0.88534
"1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39326,0.851,0.27594,0.88534
"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39289,0.851,0.27563,0.88534
"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39252,0.851,0.27532,0.88517
"1071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39215,0.851,0.27501,0.885
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39178,0.851,0.2747,0.885
"1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.88141,0.21729,0.87897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39141,0.851,0.27439,0.885
